match_id,inning,overs,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,non_boundary,is_wicket,dismissal_kind,player_dismissed,fielder,extras_type,batting_team,bowling_team
501211,1,1,6,MEK Hussey,M Vijay,DL Vettori,0,1,1,0,0,NA,NA,NA,legbyes,Chennai Super Kings,Royal Challengers Bangalore
501211,1,2,1,MEK Hussey,M Vijay,Z Khan,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
501211,1,2,2,MEK Hussey,M Vijay,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
501211,1,2,3,M Vijay,MEK Hussey,Z Khan,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
336034,1,1,3,W Jaffer,B Chipli,RP Singh,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,1,4,B Chipli,W Jaffer,RP Singh,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,1,5,B Chipli,W Jaffer,RP Singh,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,1,6,B Chipli,W Jaffer,RP Singh,0,0,0,0,1,bowled,B Chipli,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,2,1,W Jaffer,V Kohli,DP Vijaykumar,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,2,2,W Jaffer,V Kohli,DP Vijaykumar,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,2,3,W Jaffer,V Kohli,DP Vijaykumar,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,2,4,W Jaffer,V Kohli,DP Vijaykumar,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,2,5,W Jaffer,V Kohli,DP Vijaykumar,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,2,6,W Jaffer,V Kohli,DP Vijaykumar,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,3,1,W Jaffer,V Kohli,RP Singh,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,3,2,W Jaffer,V Kohli,RP Singh,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,3,3,W Jaffer,V Kohli,RP Singh,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,3,4,V Kohli,W Jaffer,RP Singh,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,3,5,V Kohli,W Jaffer,RP Singh,0,1,1,0,0,NA,NA,NA,wides,Royal Challengers Bangalore,Deccan Chargers
336034,1,3,6,V Kohli,W Jaffer,RP Singh,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,3,7,V Kohli,W Jaffer,RP Singh,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,4,1,W Jaffer,V Kohli,SB Styris,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,4,2,V Kohli,W Jaffer,SB Styris,0,1,1,0,0,NA,NA,NA,wides,Royal Challengers Bangalore,Deccan Chargers
336034,1,4,3,V Kohli,W Jaffer,SB Styris,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
336034,1,4,4,W Jaffer,V Kohli,SB Styris,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Deccan Chargers
829779,1,16,6,MS Dhoni,RA Jadeja,MA Starc,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,17,1,RA Jadeja,MS Dhoni,YS Chahal,0,0,0,0,1,caught,RA Jadeja,V Kohli,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,17,2,MS Dhoni,P Negi,YS Chahal,6,0,6,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,17,3,MS Dhoni,P Negi,YS Chahal,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,17,4,P Negi,MS Dhoni,YS Chahal,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,17,5,MS Dhoni,P Negi,YS Chahal,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,17,6,P Negi,MS Dhoni,YS Chahal,6,0,6,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,18,1,MS Dhoni,P Negi,D Wiese,2,0,2,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,18,2,MS Dhoni,P Negi,D Wiese,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,18,3,MS Dhoni,P Negi,D Wiese,0,0,0,0,1,caught,MS Dhoni,MA Starc,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,18,4,P Negi,DJ Bravo,D Wiese,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,18,5,P Negi,DJ Bravo,D Wiese,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,18,6,P Negi,DJ Bravo,D Wiese,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,12,3,SK Raina,F du Plessis,YS Chahal,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,12,4,F du Plessis,SK Raina,YS Chahal,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,12,5,SK Raina,F du Plessis,YS Chahal,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,12,6,F du Plessis,SK Raina,YS Chahal,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,0,1,DR Smith,BB McCullum,MA Starc,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,0,2,DR Smith,BB McCullum,MA Starc,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,0,3,DR Smith,BB McCullum,MA Starc,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,0,4,DR Smith,BB McCullum,MA Starc,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,0,5,DR Smith,BB McCullum,MA Starc,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,0,6,DR Smith,BB McCullum,MA Starc,0,0,0,0,1,bowled,DR Smith,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,1,1,BB McCullum,SK Raina,YS Chahal,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,1,2,SK Raina,BB McCullum,YS Chahal,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,1,3,BB McCullum,SK Raina,YS Chahal,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,1,4,BB McCullum,SK Raina,YS Chahal,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,1,5,BB McCullum,SK Raina,YS Chahal,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
829779,1,1,6,BB McCullum,SK Raina,YS Chahal,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
598019,1,15,5,BJ Hodge,AM Rahane,PP Ojha,2,0,2,0,0,NA,NA,NA,NA,Rajasthan Royals,Mumbai Indians
829779,1,2,1,SK Raina,BB McCullum,MA Starc,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
598019,1,15,6,BJ Hodge,AM Rahane,PP Ojha,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Mumbai Indians
829779,1,2,2,BB McCullum,SK Raina,MA Starc,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Royal Challengers Bangalore
598019,1,16,1,BJ Hodge,AM Rahane,Harbhajan Singh,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Mumbai Indians
598019,1,16,2,AM Rahane,BJ Hodge,Harbhajan Singh,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Mumbai Indians
598019,1,16,3,BJ Hodge,AM Rahane,Harbhajan Singh,6,0,6,0,0,NA,NA,NA,NA,Rajasthan Royals,Mumbai Indians
598019,1,16,4,BJ Hodge,AM Rahane,Harbhajan Singh,0,1,1,0,0,NA,NA,NA,wides,Rajasthan Royals,Mumbai Indians
598019,1,16,5,BJ Hodge,AM Rahane,Harbhajan Singh,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Mumbai Indians
598019,1,16,6,AM Rahane,BJ Hodge,Harbhajan Singh,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Mumbai Indians
1136569,1,14,4,Ishan Kishan,RG Sharma,Mohammed Shami,4,0,4,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
598019,1,16,7,BJ Hodge,AM Rahane,Harbhajan Singh,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Mumbai Indians
1136569,1,14,5,Ishan Kishan,RG Sharma,Mohammed Shami,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
598019,1,17,1,BJ Hodge,AM Rahane,PP Ojha,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Mumbai Indians
1136569,1,14,6,RG Sharma,Ishan Kishan,Mohammed Shami,0,0,0,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
598019,1,17,2,AM Rahane,BJ Hodge,PP Ojha,1,0,1,0,0,NA,NA,NA,NA,Rajasthan Royals,Mumbai Indians
1136569,1,15,1,Ishan Kishan,RG Sharma,DT Christian,2,0,2,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
